sample_id,label,selected_chunk_count,total_chunks,score_total,confidence,effectiveness,consistency,collaboration,target_probability
eraser-mr-hf-validation-88,0,8,46,1.9549053349447125,0.9905874133110046,0.018626276488291738,0.9343924522399902,0.011299192905426025,0.9905874133110046
eraser-mr-hf-validation-89,0,8,55,1.9344618358886918,0.9744347929954529,0.01953470828745274,0.9184795618057251,0.022012772800060865,0.9744347929954529
eraser-mr-hf-validation-9,0,8,13,2.0552035015389336,0.9911526441574097,0.014670074628426732,0.9954415562485792,0.05393922650451821,0.9911526441574097
eraser-mr-hf-validation-90,0,8,29,1.9701686534921632,0.9796676635742188,0.026300849156624007,0.9498087167740004,0.014391423987319962,0.9796676635742188
eraser-mr-hf-validation-91,0,8,26,1.9492954010266608,0.9626731276512146,0.028252304747241497,0.9451513257712916,0.013218642856912988,0.9626731276512146
eraser-mr-hf-validation-92,0,8,47,1.9674771403708426,0.9790357351303101,0.02403533490410581,0.9537454219904794,0.010660648345947266,0.9790357351303101
eraser-mr-hf-validation-93,0,8,90,1.9397621017833635,0.9908743500709534,0.037610116039964336,0.9091842012138662,0.0020934344585796794,0.9908743500709534
eraser-mr-hf-validation-94,0,8,37,1.9599152790148726,0.9871788024902344,0.01748967208934038,0.939172860334686,0.016073944100611692,0.9871788024902344
eraser-mr-hf-validation-95,0,8,17,2.0101426815349344,0.9883127212524414,0.01573687895916387,0.9768266081809998,0.029266473142329108,0.9883127212524414
eraser-mr-hf-validation-96,0,8,26,1.9920467800743025,0.971563994884491,0.02527201348757313,0.9629633360439543,0.03224743565828403,0.971563994884491
eraser-mr-hf-validation-97,0,8,26,1.9924005213350093,0.9840936064720154,0.01809990594776123,0.9683211966326706,0.021885812282562256,0.9840936064720154
eraser-mr-hf-validation-98,0,8,27,2.0290248313625714,0.9626731276512146,0.027611553042956927,0.9843721976502059,0.05436795301819408,0.9626731276512146
eraser-mr-hf-validation-99,0,8,35,1.9735313132535093,0.9905874133110046,0.01532810987687594,0.9550724679145255,0.01254332215110332,0.9905874133110046
